Respondent,Age,Gender,COVID-19 Jab?,Race,Any reason for Hesitation,Reasons for Hesitation,Hesistation Status,Trust Level,Safety Level,Confidence Level,Accessibility ,Obstacles,Reasons for Hesitation_pol,Reasons for Hesitation_subj,Reasons for Hesitation_sent,Obstacles_sent,Accessibility_sent,Accessibility_n,Obstacles_n,Reasons for Hesitation_n,Respondent_n,Race_n,Confidence Level_n,Trust Level_n,Safety Level_n,Cluster,Obstacles_tk,Reasons for Hesitation_tk,Accessibility_tk 
Student,22,2,0,White,1.0,pain,3.0,Mostly trust,Very safe,Somewhat confident,Johnson Johnson vaccination,,0.0,0.0,neutral,neutral,neutral,167,0,304,1,18,3,2,3,4,[],['pain'],"['Johnson', 'Johnson', 'vaccination']"
Student,20,2,1,White,1.0,pain,0.0,Mostly trust,Very safe,Somewhat confident,Johnson Johnson vaccination,,0.0,0.0,neutral,neutral,neutral,167,0,304,1,18,3,2,3,4,[],['pain'],"['Johnson', 'Johnson', 'vaccination']"
Student,22,2,1,White,1.0,pain,0.0,Mostly trust,Very safe,Somewhat confident,Johnson Johnson vaccination,,0.0,0.0,neutral,neutral,neutral,167,0,304,1,18,3,2,3,4,[],['pain'],"['Johnson', 'Johnson', 'vaccination']"
Student,19,2,1,White,2.0,pain,0.0,Mostly trust,Mostly safe,Very confident,school way covid tests right,super way find place appointment,0.0,0.0,neutral,positive,positive,650,585,304,1,18,4,2,0,3,"['super', 'way', 'find', 'place', 'appointment']",['pain'],"['school', 'way', 'covid', 'tests', 'right']"
Student,19,2,0,White,2.0,pain,3.0,Completely trust,Very safe,Somewhat confident,Working overall busy schedule,able appointment,0.0,0.0,neutral,positive,positive,314,271,304,1,18,3,0,3,1,"['able', 'appointment']",['pain'],"['Working', 'overall', 'busy', 'schedule']"
Student,19,2,0,White,2.0,pain,3.0,Completely trust,Very safe,Somewhat confident,Working overall busy schedule,able appointment,0.0,0.0,neutral,positive,positive,314,271,304,1,18,3,0,3,1,"['able', 'appointment']",['pain'],"['Working', 'overall', 'busy', 'schedule']"
Student,18,1,1,Hispanic or Latinx,3.0,pain,0.0,Mostly trust,Very safe,Somewhat confident,publicized information,location,0.0,0.0,neutral,neutral,positive,619,485,304,1,13,3,2,3,3,['location'],['pain'],"['publicized', 'information']"
Student,21,2,0,White,3.0,pain,3.0,Mostly trust,Very safe,Very confident,Idk,Idk,0.0,0.0,neutral,neutral,neutral,150,92,304,1,18,4,2,3,4,['Idk'],['pain'],['Idk']
Student,36,2,0,White,1.0,"concern Moderna & Pfizer vaccines long term studies completed, Johnson & Johnson questionable ingredients.",3.0,Not sure,Not safe at all,Somewhat confident,time - need information long term effects vaccine,information & research long term effects vaccine,-0.2375,0.7,negative,negative,positive,674,437,195,1,18,3,3,1,0,"['information', '&', 'research', 'long', 'term', 'effects', 'vaccine']","['concern', 'Moderna', '&', 'Pfizer', 'vaccines', 'long', 'term', 'studies', 'completed', ',', 'Johnson', '&', 'Johnson', 'questionable', 'ingredients', '.']","['time', '-', 'need', 'information', 'long', 'term', 'effects', 'vaccine']"
Staff,36,1,0,White,2.0,"concern Moderna & Pfizer vaccines long term studies completed, Johnson & Johnson questionable ingredients.",3.0,Completely trust,Very safe,Very confident,"regardless, Iâ™m ready",travel far away receive,-0.2375,0.7,negative,positive,positive,630,627,195,0,18,4,0,3,3,"['travel', 'far', 'away', 'receive']","['concern', 'Moderna', '&', 'Pfizer', 'vaccines', 'long', 'term', 'studies', 'completed', ',', 'Johnson', '&', 'Johnson', 'questionable', 'ingredients', '.']","['regardless', ',', 'Iâ™m', 'ready']"
Student,19,2,0,White,1.0,"concern Moderna & Pfizer vaccines long term studies completed, Johnson & Johnson questionable ingredients.",3.0,Somewhat trust,Not sure,Only slightly confident,"really, Itâ™s donâ™t find difficult",donâ™t know,-0.2375,0.7,negative,neutral,negative,624,353,195,1,18,2,4,2,1,"['donâ™t', 'know']","['concern', 'Moderna', '&', 'Pfizer', 'vaccines', 'long', 'term', 'studies', 'completed', ',', 'Johnson', '&', 'Johnson', 'questionable', 'ingredients', '.']","['really', ',', 'Itâ™s', 'donâ™t', 'find', 'difficult']"
Student,20,1,0,White,1.0,wary fast tracking vaccines worry unknown effects,3.0,Mostly trust,Mostly safe,Somewhat confident,"Clear communication when, where,",Extremely long wait list/lines,-0.13333333333333333,0.6333333333333333,negative,negative,positive,44,60,387,1,18,3,2,0,4,"['Extremely', 'long', 'wait', 'list/lines']","['wary', 'fast', 'tracking', 'vaccines', 'worry', 'unknown', 'effects']","['Clear', 'communication', 'when', ',', 'where', ',']"
Student,19,1,0,White,1.0,wary fast tracking vaccines worry unknown effects,3.0,Mostly trust,Mostly safe,Somewhat confident,"Clear communication when, where,",Extremely long wait list/lines,-0.13333333333333333,0.6333333333333333,negative,negative,positive,44,60,387,1,18,3,2,0,4,"['Extremely', 'long', 'wait', 'list/lines']","['wary', 'fast', 'tracking', 'vaccines', 'worry', 'unknown', 'effects']","['Clear', 'communication', 'when', ',', 'where', ',']"
Student,21,2,1,White,3.0,wary fast tracking vaccines worry unknown effects,0.0,Mostly trust,Mostly safe,Very confident,vaccines offered consistent organized fashion.,time frame receive vaccine work schedule.,-0.13333333333333333,0.6333333333333333,negative,positive,positive,710,605,387,1,18,4,2,0,3,"['time', 'frame', 'receive', 'vaccine', 'work', 'schedule', '.']","['wary', 'fast', 'tracking', 'vaccines', 'worry', 'unknown', 'effects']","['vaccines', 'offered', 'consistent', 'organized', 'fashion', '.']"
Student,21,2,0,"American Indian or Alaska Native,Black or African American",1.0,bad reactions vaccine involve facial deformities death,0.0,Somewhat trust,Not sure,Only slightly confident,Successful results students taken,Transportation bad results students taken ththe vaccine,-0.4549999999999999,0.43333333333333335,negative,negative,positive,278,246,186,1,1,2,4,2,1,"['Transportation', 'bad', 'results', 'students', 'taken', 'ththe', 'vaccine']","['bad', 'reactions', 'vaccine', 'involve', 'facial', 'deformities', 'death']","['Successful', 'results', 'students', 'taken']"
Student,55,1,0,White,2.0,bad reactions vaccine involve facial deformities death,3.0,Completely trust,Mostly safe,Very confident,Receive close home,"Time available, distance travel",-0.4549999999999999,0.43333333333333335,negative,positive,neutral,265,236,186,1,18,4,0,0,1,"['Time', 'available', ',', 'distance', 'travel']","['bad', 'reactions', 'vaccine', 'involve', 'facial', 'deformities', 'death']","['Receive', 'close', 'home']"
Staff,34,1,0,White,2.0,bad reactions vaccine involve facial deformities death,3.0,Completely trust,Mostly safe,Very confident,Receive close home,"Time available, distance travel",-0.4549999999999999,0.43333333333333335,negative,positive,neutral,265,236,186,0,18,4,0,0,1,"['Time', 'available', ',', 'distance', 'travel']","['bad', 'reactions', 'vaccine', 'involve', 'facial', 'deformities', 'death']","['Receive', 'close', 'home']"
Student,19,1,1,White,2.0,bad reactions vaccine involve facial deformities death,0.0,Completely trust,Mostly safe,Very confident,Receive close home,"Time available, distance travel",-0.4549999999999999,0.43333333333333335,negative,positive,neutral,265,236,186,1,18,4,0,0,1,"['Time', 'available', ',', 'distance', 'travel']","['bad', 'reactions', 'vaccine', 'involve', 'facial', 'deformities', 'death']","['Receive', 'close', 'home']"
Student,19,2,1,White,3.0,bad reactions vaccine involve facial deformities death,0.0,Mostly trust,Mostly safe,Somewhat confident,Orderly Accessibility,Shortage doses,-0.4549999999999999,0.43333333333333335,negative,neutral,neutral,249,230,186,1,18,3,2,0,1,"['Shortage', 'doses']","['bad', 'reactions', 'vaccine', 'involve', 'facial', 'deformities', 'death']","['Orderly', 'Accessibility']"
Student,35,2,0,White,3.0,bad reactions vaccine involve facial deformities death,3.0,Mostly trust,Mostly safe,Somewhat confident,Orderly Accessibility,Shortage doses,-0.4549999999999999,0.43333333333333335,negative,neutral,neutral,249,230,186,1,18,3,2,0,1,"['Shortage', 'doses']","['bad', 'reactions', 'vaccine', 'involve', 'facial', 'deformities', 'death']","['Orderly', 'Accessibility']"
Staff,35,2,1,"Black or African American,White,Biracial / Multiracial / Mixed",2.0,bad reactions vaccine involve facial deformities death,0.0,Mostly trust,Very safe,Somewhat confident,vaccine given close dorm weekend impact classes.,"vaccine given weekday, far dorm.",-0.4549999999999999,0.43333333333333335,negative,positive,neutral,706,658,186,0,12,3,2,3,3,"['vaccine', 'given', 'weekday', ',', 'far', 'dorm', '.']","['bad', 'reactions', 'vaccine', 'involve', 'facial', 'deformities', 'death']","['vaccine', 'given', 'close', 'dorm', 'weekend', 'impact', 'classes', '.']"
Student,35,1,0,White,2.0,bad reactions vaccine involve facial deformities death,3.0,Mostly trust,Very safe,Very confident,set-up similar testing events taken place; out.,Timing,-0.4549999999999999,0.43333333333333335,negative,neutral,neutral,654,242,186,1,18,4,2,3,1,['Timing'],"['bad', 'reactions', 'vaccine', 'involve', 'facial', 'deformities', 'death']","['set-up', 'similar', 'testing', 'events', 'taken', 'place', ';', 'out', '.']"
Student,19,2,0,White,2.0,bad reactions vaccine involve facial deformities death,3.0,Completely trust,Very safe,Somewhat confident,"Free charge, location close campus/my apartment","Far away location, costly, long wait",-0.4549999999999999,0.43333333333333335,negative,positive,positive,118,63,186,1,18,3,0,3,4,"['Far', 'away', 'location', ',', 'costly', ',', 'long', 'wait']","['bad', 'reactions', 'vaccine', 'involve', 'facial', 'deformities', 'death']","['Free', 'charge', ',', 'location', 'close', 'campus/my', 'apartment']"
Student,18,1,0,White,1.0,nurse shared video online half face paralyzed day receiving vaccine.,3.0,Somewhat trust,Not sure,Only slightly confident,studies possible health concerns related vaccine.,test rat. I'd like hundreds thousands people vaccinated me. early know vaccine ones health.,0.14166666666666666,0.5083333333333334,positive,positive,positive,664,591,303,1,18,2,4,2,3,"['test', 'rat', '.', 'I', ""'d"", 'like', 'hundreds', 'thousands', 'people', 'vaccinated', 'me', '.', 'early', 'know', 'vaccine', 'ones', 'health', '.']","['nurse', 'shared', 'video', 'online', 'half', 'face', 'paralyzed', 'day', 'receiving', 'vaccine', '.']","['studies', 'possible', 'health', 'concerns', 'related', 'vaccine', '.']"
Student,18,1,0,White,1.0,"stuff possibly cause infertility, misinformation. sure.",3.0,Mostly trust,Mostly safe,Very confident,good location,"information gets released negatively affect me, inconvenient",-0.125,0.9444444444444444,negative,negative,positive,494,440,358,1,18,4,2,0,3,"['information', 'gets', 'released', 'negatively', 'affect', 'me', ',', 'inconvenient']","['stuff', 'possibly', 'cause', 'infertility', ',', 'misinformation', '.', 'sure', '.']","['good', 'location']"
Student,19,2,0,Hispanic or Latinx,1.0,"vaccine developed, rumors involving vaccinate from, administered, possible effects. rumors course incredibly false pushed negative narrative getting vaccine deterred people know wanting vaccinated. trying everyday convince rumors false ridiculous believe modern medicine kill us. hope people understand getting vaccinated helps helps others.",3.0,Mostly trust,Very safe,Very confident,opportunity closer home travel App Stateâ™s campus receive dose.,securing appointment high demand.,0.04404761904761904,0.5595238095238095,positive,positive,neutral,590,577,375,1,13,4,2,3,3,"['securing', 'appointment', 'high', 'demand', '.']","['vaccine', 'developed', ',', 'rumors', 'involving', 'vaccinate', 'from', ',', 'administered', ',', 'possible', 'effects', '.', 'rumors', 'course', 'incredibly', 'false', 'pushed', 'negative', 'narrative', 'getting', 'vaccine', 'deterred', 'people', 'know', 'wanting', 'vaccinated', '.', 'trying', 'everyday', 'convince', 'rumors', 'false', 'ridiculous', 'believe', 'modern', 'medicine', 'kill', 'us', '.', 'hope', 'people', 'understand', 'getting', 'vaccinated', 'helps', 'helps', 'others', '.']","['opportunity', 'closer', 'home', 'travel', 'App', 'Stateâ™s', 'campus', 'receive', 'dose', '.']"
Student,21,1,0,White,3.0,"vaccine developed, rumors involving vaccinate from, administered, possible effects. rumors course incredibly false pushed negative narrative getting vaccine deterred people know wanting vaccinated. trying everyday convince rumors false ridiculous believe modern medicine kill us. hope people understand getting vaccinated helps helps others.",3.0,Mostly trust,Mostly safe,Somewhat confident,Convenience getting physical injection,able appointment,0.04404761904761904,0.5595238095238095,positive,positive,neutral,56,271,375,1,18,3,2,0,1,"['able', 'appointment']","['vaccine', 'developed', ',', 'rumors', 'involving', 'vaccinate', 'from', ',', 'administered', ',', 'possible', 'effects', '.', 'rumors', 'course', 'incredibly', 'false', 'pushed', 'negative', 'narrative', 'getting', 'vaccine', 'deterred', 'people', 'know', 'wanting', 'vaccinated', '.', 'trying', 'everyday', 'convince', 'rumors', 'false', 'ridiculous', 'believe', 'modern', 'medicine', 'kill', 'us', '.', 'hope', 'people', 'understand', 'getting', 'vaccinated', 'helps', 'helps', 'others', '.']","['Convenience', 'getting', 'physical', 'injection']"
Student,19,2,0,White,1.0,"vaccine developed, rumors involving vaccinate from, administered, possible effects. rumors course incredibly false pushed negative narrative getting vaccine deterred people know wanting vaccinated. trying everyday convince rumors false ridiculous believe modern medicine kill us. hope people understand getting vaccinated helps helps others.",3.0,Do not trust at all,Not safe at all,Not at all confident,Convenience getting physical injection,able appointment,0.04404761904761904,0.5595238095238095,positive,positive,neutral,56,271,375,1,18,0,1,1,1,"['able', 'appointment']","['vaccine', 'developed', ',', 'rumors', 'involving', 'vaccinate', 'from', ',', 'administered', ',', 'possible', 'effects', '.', 'rumors', 'course', 'incredibly', 'false', 'pushed', 'negative', 'narrative', 'getting', 'vaccine', 'deterred', 'people', 'know', 'wanting', 'vaccinated', '.', 'trying', 'everyday', 'convince', 'rumors', 'false', 'ridiculous', 'believe', 'modern', 'medicine', 'kill', 'us', '.', 'hope', 'people', 'understand', 'getting', 'vaccinated', 'helps', 'helps', 'others', '.']","['Convenience', 'getting', 'physical', 'injection']"
Student,19,2,0,White,1.0,"effects complications, doctor died receiving vaccine, react people's bodies, new",3.0,Do not trust at all,Not safe at all,Not at all confident,vaccine,"things heave heard things mother informed of, vaccine",0.3181818181818182,0.4772727272727273,positive,neutral,neutral,692,595,211,1,18,0,1,1,3,"['things', 'heave', 'heard', 'things', 'mother', 'informed', 'of', ',', 'vaccine']","['effects', 'complications', ',', 'doctor', 'died', 'receiving', 'vaccine', ',', 'react', 'people', ""'s"", 'bodies', ',', 'new']",['vaccine']
Student,20,2,0,Asian,2.0,"effects complications, doctor died receiving vaccine, react people's bodies, new",3.0,Mostly trust,Very safe,Somewhat confident,Transportation physical access location vaccine site.,"Lack transportation inaccessible location vaccine site. Also, social distancing masks enforced near site.",0.3181818181818182,0.4772727272727273,positive,positive,neutral,290,133,211,1,5,3,2,3,4,"['Lack', 'transportation', 'inaccessible', 'location', 'vaccine', 'site', '.', 'Also', ',', 'social', 'distancing', 'masks', 'enforced', 'near', 'site', '.']","['effects', 'complications', ',', 'doctor', 'died', 'receiving', 'vaccine', ',', 'react', 'people', ""'s"", 'bodies', ',', 'new']","['Transportation', 'physical', 'access', 'location', 'vaccine', 'site', '.']"
Student,20,2,0,White,2.0,"effects complications, doctor died receiving vaccine, react people's bodies, new",3.0,Completely trust,Very safe,Very confident,Transportation physical access location vaccine site.,"Lack transportation inaccessible location vaccine site. Also, social distancing masks enforced near site.",0.3181818181818182,0.4772727272727273,positive,positive,neutral,290,133,211,1,18,4,0,3,4,"['Lack', 'transportation', 'inaccessible', 'location', 'vaccine', 'site', '.', 'Also', ',', 'social', 'distancing', 'masks', 'enforced', 'near', 'site', '.']","['effects', 'complications', ',', 'doctor', 'died', 'receiving', 'vaccine', ',', 'react', 'people', ""'s"", 'bodies', ',', 'new']","['Transportation', 'physical', 'access', 'location', 'vaccine', 'site', '.']"
Student,21,1,0,White,1.0,"effects, change RNA, overall effectiveness, contracting virus vaccine",3.0,Do not trust at all,Not sure,Not at all confident,"Years study long term effect people, politicization virus vaccine",Politicization virus vaccine. Mixed reviews effectiveness vaccine,0.0,0.0,neutral,neutral,negative,315,208,224,1,18,0,1,2,1,"['Politicization', 'virus', 'vaccine', '.', 'Mixed', 'reviews', 'effectiveness', 'vaccine']","['effects', ',', 'change', 'RNA', ',', 'overall', 'effectiveness', ',', 'contracting', 'virus', 'vaccine']","['Years', 'study', 'long', 'term', 'effect', 'people', ',', 'politicization', 'virus', 'vaccine']"
Student,64,1,0,White,1.0,"effects, change RNA, overall effectiveness, contracting virus vaccine",3.0,Do not trust at all,Not sure,Not at all confident,"Years study long term effect people, politicization virus vaccine",Politicization virus vaccine. Mixed reviews effectiveness vaccine,0.0,0.0,neutral,neutral,negative,315,208,224,1,18,0,1,2,1,"['Politicization', 'virus', 'vaccine', '.', 'Mixed', 'reviews', 'effectiveness', 'vaccine']","['effects', ',', 'change', 'RNA', ',', 'overall', 'effectiveness', ',', 'contracting', 'virus', 'vaccine']","['Years', 'study', 'long', 'term', 'effect', 'people', ',', 'politicization', 'virus', 'vaccine']"
Staff,20,2,1,White,2.0,"effects, change RNA, overall effectiveness, contracting virus vaccine",0.0,Completely trust,Very safe,Very confident,information know sign,information receive it.,0.0,0.0,neutral,neutral,neutral,504,443,224,0,18,4,0,3,3,"['information', 'receive', 'it', '.']","['effects', ',', 'change', 'RNA', ',', 'overall', 'effectiveness', ',', 'contracting', 'virus', 'vaccine']","['information', 'know', 'sign']"
